0,19,316.90219311326956
0,7,321.560258738545
2,13,322.36935338211043
7,19,328.11888089532425
17,18,333.6555109690233
9,12,338.33858780813046
11,16,344.3893145845266
2,8,347.59890678769403
14,19,350.786259708102
2,18,352.936254867646
3,19,367.9823365326113
4,6,371.70552861102294
4,12,372.02284876066415
4,5,373.41130138226936
6,17,379.242666376029
3,7,384.6309919910251
8,19,387.2014979309868
0,9,391.46519640959144
11,15,407.53527454687895
13,18,411.9441709746601
5,8,411.96723170660067
0,14,413.5166260260886
8,16,417.52724462003675
1,5,424.24285497813634
9,19,433.55507147304826
5,14,433.84905209070126
8,15,444.3759669469086
15,16,455.22412062631304
10,12,458.360120429341
6,18,459.34409760004536
1,4,471.4339826529267
9,10,476.8154779366962
4,9,491.7397685768358
3,13,492.62866339668057
8,14,493.81170500505556
5,11,495.95362686444787
3,10,503.62088916167886
2,3,507.10649769057386
5,15,511.5906566777779
4,8,521.7173564297051
3,8,524.9057058177211
4,19,527.0237186313344
5,19,533.0347080631805
6,12,535.1467088565527
2,15,540.2823335997579
7,14,543.2172677667749
6,13,550.5442761486128
0,3,561.7187908553532
8,11,566.2799660945105
15,17,566.9118097199952
15,18,582.4611575032278
2,6,589.0950687282996
9,14,597.2277622482063
2,19,597.412755136681
1,14,600.3024237832128
5,16,603.633995066547
3,9,604.7024061470237
2,17,605.773885208004
14,16,609.7843881241959
7,9,609.9721305108948
8,13,610.9607188682428
2,4,612.2417823049975
8,18,621.5086483710423
12,19,626.6011490573569
1,9,628.6891123599962
4,14,629.3178846973921
7,8,630.8510125219742
4,17,639.7546404677344
10,13,646.5794614739939
5,6,648.2136993307068
10,19,650.0469213833721
11,14,652.5925221759746
1,12,655.6134531871658
4,13,661.7779083650345
2,5,670.8710755428349
2,16,671.0543942185313
4,18,681.0726833459113
13,17,683.2817866736973
5,9,686.0757975617563
6,8,690.9052033383451
16,19,692.7236101072347
0,10,693.0959529531247
0,8,693.2055972076394
3,4,697.1147681694887
3,12,700.31849897029
13,19,705.628797598284
4,15,708.0939203241333
0,12,709.0486584149215
3,14,711.4014337910769
7,10,712.3110275715237
5,12,714.2723570179655
12,13,716.0677342263091
4,10,717.8028977372549
0,4,723.7879523727927
1,19,734.8686957545546
5,17,735.1149569965231
0,5,736.432617419951
8,9,738.3583140995976
8,17,740.1425538367592
6,15,740.597056434874
1,6,783.7008357785514
0,1,787.814064357828
6,9,788.1655917381829
8,12,789.4960417886844
2,7,790.5909182377445
1,8,795.8825290204579
5,18,796.6781031257229
14,15,802.3814554188051
6,19,809.8265246335168
3,18,811.5719315008374
2,12,812.5792269065214
3,5,814.3224177191735
15,19,814.770519839789
12,14,816.393287576521
6,10,817.9523213488669
2,14,818.142408141761
13,15,830.4908187331152
11,19,832.8781423473664
2,11,833.3438666000968
2,10,834.1372788696115
3,6,837.0280759926754
7,16,841.5628318788799
9,13,842.0771936111321
4,7,844.3186602225489
4,11,844.7709748801742
5,7,845.4430791011303
1,11,847.5411494434945
7,12,860.2377578321008
7,13,863.6237606735933
3,16,863.711178577654
5,13,867.3834215616529
2,9,867.801820694103
4,16,878.8185250664667
8,10,888.0686910369039
18,19,888.3186365263311
12,18,889.9780896179411
12,17,900.8323928456392
16,18,902.034367416231
0,2,908.7843528582565
1,15,913.5310613219455
11,17,927.1537089393538
0,16,927.6858304404568
3,15,941.9575361978904
10,14,960.640411392317
11,18,966.7088496543311
6,14,968.3573720481504
0,13,970.9268767523124
1,17,979.1618865131546
13,16,981.6975094192711
16,17,983.8140068122633
10,18,996.7090849390307
13,14,1000.1454894164149
1,16,1001.0844120252797
5,10,1002.8683861803602
17,19,1007.1375278481088
1,2,1019.9872548223335
6,11,1020.7923393129477
1,7,1024.444239575781
3,17,1032.7870061150072
1,3,1041.746130302388
0,11,1044.5022738127477
1,10,1046.1668127024486
0,6,1047.4349621814235
6,16,1048.4812826178634
9,18,1056.6380648074344
7,11,1057.2076428024914
12,15,1059.614080691645
7,15,1069.869618224576
14,18,1075.3497105593137
3,11,1076.8830020016103
9,16,1082.328046388894
9,15,1095.5131217835776
6,7,1100.6548051046705
0,15,1103.5596948058587
1,18,1103.7998006885125
9,17,1106.376970114617
14,17,1113.8047405178343
7,18,1121.531987952194
1,13,1124.700849114999
9,11,1130.5211187766463
11,13,1131.3204674184942
10,17,1145.384215012587
12,16,1181.3979007938012
0,18,1191.7772442868675
11,12,1194.0305691229182
10,15,1256.502288099787
10,16,1284.057241714714
0,17,1290.4514713851117
7,17,1295.2474667027918
10,11,1410.8759690348404
